,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
attendance,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,result,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,Home Team Pre-Match xG,Away Team Pre-Match xG,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win
25754,28,1.00,1.86,1.05,1.58,1,3,1,6,2,0,3,0,1,1,0,3,14,10,3,5,11,5,8,9,45,55,1.59,1.43,12.20,4.03,3.25,3.20,2.35
40542,28,2.15,2.36,2.21,1.74,2,0,0,2,1,0,1,0,0,1,0,1,10,6,2,0,8,6,7,14,46,54,1.74,1.43,10.56,2.94,2.30,3.35,3.35
53316,28,2.69,1.43,2.79,1.21,5,0,0,4,0,0,2,0,0,0,0,2,15,5,11,4,4,1,5,7,61,39,1.98,1.24,12.01,3.36,1.29,5.60,11.50
53528,28,2.79,1.15,2.84,1.11,1,0,0,2,0,0,2,0,0,0,1,1,18,3,8,2,10,1,2,6,75,25,2.19,1.18,10.91,2.86,1.14,8.75,19.00
81332,29,2.08,1.38,2.00,1.32,1,1,2,4,3,0,2,1,0,3,0,3,11,7,4,5,7,2,15,14,60,40,1.65,1.29,9.69,2.70,2.05,3.55,3.65
10699,29,1.79,2.00,1.53,2.32,0,1,1,14,1,0,2,0,0,1,0,2,0,18,0,8,0,10,7,7,18,82,1.40,1.61,12.75,3.99,12.75,7.00,1.22
30182,29,1.46,0.46,1.21,0.37,1,0,0,3,2,0,2,0,1,1,0,2,11,5,5,5,6,0,11,6,52,48,1.25,1.13,8.62,3.69,1.80,3.35,5.20
19223,29,1.31,1.21,1.21,1.53,1,3,1,5,1,0,2,0,1,0,0,2,15,9,5,5,10,4,9,9,56,44,1.24,1.20,7.85,3.83,2.85,3.20,2.65
74459,29,2.00,0.86,1.89,0.84,3,2,0,7,2,0,1,0,0,2,1,0,16,8,7,4,9,4,7,10,64,36,1.79,1.32,10.59,3.55,1.48,4.35,7.25
31309,29,1.50,0.62,1.79,0.74,2,0,0,8,1,0,2,0,1,0,1,1,12,9,7,5,5,4,11,6,56,44,1.43,1.07,8.90,3.69,1.56,3.90,6.95
59910,29,1.50,0.92,1.63,1.05,2,0,0,6,3,0,4,0,1,2,2,2,8,9,5,3,3,6,8,14,55,45,1.53,1.02,9.74,3.19,2.20,3.30,3.50
20062,29,1.54,1.29,1.42,1.32,2,1,0,5,5,0,1,0,1,4,0,1,6,9,6,3,0,6,15,12,39,61,1.34,1.38,10.71,3.33,2.65,3.30,2.75
24900,29,1.15,1.69,1.11,1.58,1,2,1,4,2,0,1,0,1,1,0,1,10,13,6,8,4,5,11,10,36,64,1.64,1.54,10.84,3.54,6.75,4.45,1.49
39335,29,1.50,2.21,1.79,2.32,0,0,2,7,1,0,2,0,1,0,0,2,7,7,4,4,3,3,12,10,42,58,1.49,1.49,11.93,2.64,6.20,4.00,1.59
24972,30,0.93,0.57,1.05,0.68,1,2,1,0,1,0,5,0,0,1,2,3,9,5,4,4,5,1,8,18,62,38,1.58,1.10,11.71,3.21,1.91,3.35,4.85
32458,30,1.13,1.07,1.05,1.11,2,0,0,5,2,0,1,0,1,1,1,0,14,8,8,3,6,5,7,12,29,71,1.26,1.13,8.37,3.87,3.25,3.40,2.30
22304,30,0.53,0.64,0.47,0.84,0,2,1,5,3,0,1,0,1,2,0,1,5,9,2,6,3,3,14,9,56,44,1.28,1.32,10.19,2.74,3.25,3.25,2.40
32017,30,1.21,0.13,1.42,0.26,3,1,0,5,0,0,2,0,0,0,0,2,17,5,9,4,8,1,9,13,52,48,1.59,1.05,8.66,4.02,1.57,4.40,6.05
52242,30,1.27,1.07,1.32,1.05,3,2,0,2,3,0,1,0,1,2,0,1,15,6,8,4,7,2,13,10,45,55,1.35,1.28,10.79,3.90,2.80,3.10,2.85
31890,30,1.07,2.20,1.21,1.74,2,1,0,10,4,0,2,0,2,2,0,2,9,15,5,6,4,9,16,9,36,64,1.46,1.39,10.03,4.23,4.50,3.85,1.83
54104,30,2.80,1.33,2.84,1.21,3,1,0,1,1,0,1,0,1,0,1,0,17,2,10,2,7,0,11,7,71,29,2.21,1.21,12.33,3.13,1.11,11.25,24.50
53310,30,2.71,0.87,2.79,0.89,4,2,0,3,2,0,0,0,1,1,0,0,14,3,6,3,8,0,4,7,68,32,2.00,1.00,10.34,3.46,1.17,7.75,19.75
40692,30,2.21,1.36,2.21,1.21,1,1,2,0,1,0,4,0,0,1,1,3,9,3,7,2,2,1,8,14,75,25,1.69,1.35,10.21,3.14,1.54,4.10,7.00
60000,30,2.53,1.93,2.37,1.58,2,0,0,2,2,0,2,0,1,1,0,2,11,12,4,5,7,7,12,18,46,54,1.59,1.42,10.53,4.40,2.40,3.50,3.00
10625,31,1.67,0.86,1.53,1.05,2,2,2,6,3,0,2,0,2,1,1,1,11,9,4,5,7,4,9,12,48,52,1.32,1.02,8.43,3.93,2.10,3.45,3.55
20719,31,1.21,1.20,1.21,1.32,1,2,1,3,1,0,1,1,1,0,2,0,10,5,3,5,7,0,9,10,62,38,1.29,1.37,9.87,3.31,3.05,3.25,2.45
59931,31,1.60,0.43,1.63,0.37,4,3,0,8,0,0,2,0,0,0,0,2,11,12,6,6,5,6,7,15,64,36,1.51,1.11,10.00,3.39,1.59,3.95,6.35
25043,31,1.07,2.13,1.11,2.32,1,2,1,10,2,0,1,0,0,2,1,0,5,14,3,7,2,7,11,7,37,63,1.62,1.46,11.51,3.34,3.90,4.85,1.51
39356,31,1.47,1.79,1.79,1.58,2,0,0,4,1,0,2,0,0,1,1,1,13,11,9,6,4,5,17,9,32,68,1.47,1.56,11.00,2.83,4.30,3.60,1.87
25001,32,1.00,2.07,1.11,2.32,0,2,1,11,2,0,0,0,0,2,0,0,4,16,0,8,4,8,4,12,34,66,1.56,1.66,13.26,3.93,19.50,11.25,1.12
30636,32,1.57,0.80,1.21,0.84,0,1,1,5,1,0,2,0,1,0,0,2,11,7,2,3,9,4,8,10,60,40,1.27,1.31,9.11,3.73,2.55,3.10,3.10
20990,32,1.13,1.33,1.21,1.21,2,0,0,5,1,0,1,0,0,1,0,1,5,5,2,2,3,3,12,10,37,63,1.29,1.29,8.87,3.80,3.15,3.15,2.50
25193,32,0.87,0.40,1.05,0.37,2,0,0,5,0,0,0,0,0,0,0,0,12,13,6,6,6,7,10,7,48,52,1.57,1.13,11.80,3.27,1.51,4.10,7.75
31530,32,1.33,0.80,1.42,0.84,2,0,0,1,0,0,2,0,0,0,0,2,14,7,5,3,9,4,6,12,58,42,1.63,1.32,11.60,3.26,1.80,3.90,4.60
74543,32,2.07,1.25,1.89,1.21,2,1,0,5,1,0,2,0,0,1,1,1,7,15,6,9,1,6,14,9,51,49,1.80,1.16,11.13,3.96,1.44,4.75,7.50
59988,32,1.69,1.00,1.63,1.05,0,2,1,9,1,0,1,0,0,1,1,0,4,14,2,10,2,4,7,14,49,51,1.51,1.26,10.67,3.83,2.55,3.40,2.90
32657,32,1.25,1.67,1.05,1.58,1,2,1,7,2,0,3,0,0,2,1,2,8,13,4,4,4,9,8,14,28,72,1.29,1.57,9.88,3.35,9.25,4.90,1.39
53322,32,2.73,2.06,2.79,1.74,2,1,0,3,0,0,1,0,0,0,0,1,12,10,4,3,8,7,5,8,48,52,2.00,1.41,12.01,2.81,1.59,4.25,6.10
59869,32,2.56,0.87,2.37,1.05,2,0,0,2,2,0,0,0,0,2,0,0,6,4,5,2,1,2,11,10,70,30,1.58,1.04,9.61,3.68,1.39,5.20,9.00
17301,33,1.64,0.13,1.42,0.26,4,1,0,4,3,0,2,0,1,2,0,2,9,11,8,8,1,3,12,5,46,54,1.32,1.03,7.58,3.61,1.77,3.85,5.20
31302,33,1.60,1.81,1.79,1.58,2,1,0,5,1,0,3,1,0,1,2,2,8,12,3,5,5,7,5,11,49,51,1.43,1.43,9.71,4.49,4.00,3.55,2.05
38593,27,2.13,0.73,2.21,0.68,3,0,0,1,0,0,0,0,0,0,0,0,13,4,5,2,8,2,5,9,68,32,1.71,1.08,9.87,3.00,1.30,5.55,12.50
59215,31,2.00,1.33,2.00,1.53,2,0,0,2,1,0,0,0,1,0,0,0,20,6,11,2,9,4,8,5,65,35,1.62,1.20,9.43,3.34,1.50,4.45,6.95
53559,33,2.81,0.57,2.84,0.74,2,0,0,4,0,0,3,0,0,0,2,1,26,4,12,2,14,2,3,7,78,22,2.23,1.10,11.63,2.52,1.07,15.75,31.00
31797,33,1.20,2.19,1.21,2.32,1,3,1,5,2,0,4,0,0,2,0,4,8,13,2,6,6,7,8,7,33,67,1.45,1.50,11.26,3.78,9.00,5.30,1.38
10446,33,1.63,0.81,1.53,0.89,1,3,1,6,2,0,3,0,1,1,2,1,8,8,3,4,5,4,12,16,59,41,1.32,0.98,8.25,4.51,2.10,3.50,3.65
24126,33,0.50,1.31,0.47,1.32,1,4,1,5,3,0,0,0,2,1,0,0,8,17,5,10,3,7,13,11,44,56,1.26,1.34,10.06,3.44,5.55,4.00,1.65
51926,33,1.38,1.25,1.32,1.53,0,1,1,4,1,0,2,0,0,1,1,1,15,4,6,2,9,2,12,13,53,47,1.38,1.17,10.00,3.56,2.55,3.15,3.00
39400,33,1.56,1.36,1.79,1.32,1,0,0,6,1,0,4,0,0,1,2,2,16,6,7,3,9,3,8,9,42,58,1.48,1.27,9.89,3.17,3.05,3.50,2.30
40537,33,2.19,1.00,2.21,1.11,2,0,0,4,2,0,1,0,0,2,1,0,14,6,8,3,6,3,8,7,54,46,1.72,1.13,9.79,2.93,1.28,6.25,12.75
32108,34,1.44,0.81,1.42,1.05,0,1,1,3,2,0,3,0,1,1,0,3,12,11,6,6,6,5,6,10,71,29,1.63,1.01,9.44,3.75,1.69,3.70,5.50
58308,34,2.07,0.38,2.00,0.37,4,0,0,2,2,0,2,0,0,2,1,1,14,7,6,2,8,5,10,12,70,30,1.70,1.16,9.78,2.89,1.24,6.30,15.50
30460,34,1.47,0.75,1.21,0.84,0,5,1,1,2,1,4,0,0,3,1,3,5,12,2,8,3,4,10,6,50,50,1.26,1.30,10.24,3.06,2.25,3.25,3.50
21480,34,1.25,0.53,1.21,0.74,2,0,0,4,2,0,4,0,2,0,1,3,14,10,8,3,6,7,7,10,46,54,1.25,1.06,8.25,3.36,1.87,3.60,4.55
24971,34,0.94,1.13,1.11,1.05,2,0,0,3,2,0,1,0,0,2,1,0,13,8,6,2,7,6,8,10,40,60,1.49,1.31,9.94,4.31,4.85,4.10,1.71
31708,34,1.13,1.25,1.21,1.21,3,1,0,9,1,0,3,0,0,1,2,1,11,11,7,3,4,8,13,8,30,70,1.42,1.26,9.69,4.63,2.60,3.15,3.05
74478,34,2.13,0.94,1.89,1.11,2,1,0,11,1,0,1,0,1,0,0,1,10,11,5,5,5,6,14,5,42,58,1.76,1.12,10.08,3.55,1.42,4.95,7.75
25721,34,1.00,2.13,1.05,2.32,1,3,1,9,0,0,0,0,0,0,0,0,6,14,4,7,2,7,5,11,27,73,1.57,1.69,15.57,3.11,10.00,5.60,1.33
53279,34,2.75,1.75,2.79,1.58,2,0,0,2,0,0,1,0,0,0,1,0,11,6,8,4,3,2,5,9,61,39,1.96,1.56,12.38,2.50,1.77,3.80,5.25
20480,34,1.73,1.27,1.42,1.32,0,1,1,4,2,1,0,0,1,2,0,0,7,12,4,6,3,6,12,8,34,66,1.34,1.25,9.00,3.86,3.35,3.75,2.15
30226,31,1.38,0.50,1.21,0.74,0,2,1,4,0,0,1,0,0,0,0,1,11,7,3,4,8,3,11,13,63,37,1.24,1.07,8.75,3.94,1.95,3.25,4.65
54489,35,2.82,1.94,2.84,1.74,1,0,0,4,1,0,2,0,0,1,0,2,11,8,5,5,6,3,11,11,60,40,2.28,1.40,13.00,2.52,1.25,6.55,11.25
10511,35,1.53,0.12,1.53,0.26,0,1,1,7,1,0,3,0,0,1,0,3,12,12,6,6,6,6,11,18,49,51,1.30,1.07,7.88,3.88,1.69,4.15,4.75
23957,35,0.47,1.18,0.47,1.21,1,2,1,2,2,0,2,0,2,0,1,1,9,11,4,7,5,4,15,9,45,55,1.25,1.22,9.30,4.00,4.10,3.60,1.91
59960,35,1.59,1.41,1.63,1.32,2,2,2,8,2,0,0,0,0,2,0,0,9,11,4,6,5,5,8,9,49,51,1.47,1.38,11.41,3.12,3.10,3.45,2.30
31096,35,1.69,0.69,1.79,0.68,0,0,2,1,0,0,1,0,0,0,1,0,20,5,6,0,14,5,0,8,68,32,1.40,1.05,8.88,3.69,1.77,3.40,5.60
52191,35,1.29,0.94,1.32,0.84,3,1,0,11,0,0,2,0,0,0,1,1,11,11,7,4,4,7,5,11,43,57,1.41,1.29,10.68,3.34,2.50,3.05,3.15
39395,35,1.65,1.71,1.79,1.58,4,0,0,2,1,0,1,0,1,0,0,1,12,7,9,2,3,5,11,7,48,52,1.51,1.43,10.35,4.00,3.15,3.40,2.35
59929,35,2.59,1.35,2.37,1.53,2,3,1,3,4,0,1,0,1,3,0,1,11,13,6,8,5,5,15,12,72,28,1.55,1.14,9.88,3.82,1.48,4.65,6.55
33082,35,1.18,2.24,1.05,2.32,0,2,1,10,1,0,1,0,0,1,0,1,5,15,3,7,2,8,6,5,23,77,1.28,1.51,10.77,3.29,15.50,7.25,1.19
40642,35,2.24,0.94,2.21,0.89,2,2,2,1,2,0,1,0,0,2,1,0,18,6,10,4,8,2,9,4,76,24,1.73,1.00,9.53,3.47,1.23,6.60,15.00
19170,31,1.63,0.88,1.42,0.84,1,1,2,4,5,0,2,0,2,3,2,0,8,8,5,5,3,3,10,14,62,38,1.32,1.29,9.63,3.88,2.30,3.45,3.35
56251,33,2.13,0.71,2.00,0.68,1,0,0,3,1,0,2,0,0,1,1,1,18,6,6,2,12,4,7,13,78,22,1.70,1.02,8.97,3.01,1.29,5.70,13.50
31436,31,1.65,1.38,1.79,1.32,3,1,0,5,2,0,3,0,1,1,3,0,9,6,4,2,5,4,12,9,29,71,1.46,1.28,9.96,3.57,2.85,3.45,2.60
74431,31,2.19,2.19,1.89,2.32,0,2,1,1,2,0,2,0,1,1,2,0,8,9,2,6,6,3,10,10,36,64,1.74,1.71,14.32,3.26,6.75,4.70,1.50
53249,36,2.76,0.35,2.79,0.37,5,0,0,4,0,0,0,0,0,0,0,0,20,4,8,2,12,2,5,14,70,30,1.95,1.14,11.47,2.59,1.07,14.50,42.75
60043,36,2.18,0.88,2.00,1.11,0,1,1,7,0,0,2,0,0,0,1,1,9,13,5,8,4,5,3,8,63,37,1.73,1.14,9.65,3.06,1.42,5.15,7.50
25789,36,0.94,1.06,1.05,1.05,0,0,2,10,2,0,0,0,1,1,0,0,6,12,0,4,6,8,9,15,36,64,1.53,1.30,11.94,3.47,2.75,3.35,2.70
23822,36,1.06,0.65,1.11,0.74,1,0,0,3,0,0,0,0,0,0,0,0,8,11,3,9,5,2,10,8,73,27,1.49,1.06,9.12,3.94,2.40,3.60,3.00
31310,36,1.24,0.88,1.21,0.84,3,3,2,3,2,0,1,0,2,0,1,0,17,10,8,6,9,4,8,9,44,56,1.42,1.31,10.36,3.76,1.95,3.75,4.05
20323,36,1.59,1.18,1.42,1.21,1,2,1,5,3,0,2,0,0,3,0,2,7,8,2,5,5,3,10,11,56,44,1.32,1.27,9.42,4.42,2.65,3.25,2.85
30587,36,1.29,0.94,1.21,1.05,1,1,2,4,2,0,3,0,1,1,2,1,8,5,3,2,5,3,7,10,49,51,1.25,1.02,8.29,3.70,2.25,3.20,3.60
32037,36,1.35,1.29,1.42,1.32,3,0,0,6,3,0,2,1,1,2,2,1,19,5,13,2,6,3,13,13,67,33,1.62,1.26,9.94,3.88,2.70,3.55,2.60
21605,36,1.35,2.24,1.21,2.32,0,1,1,6,1,0,1,0,0,1,0,1,3,12,0,8,3,4,5,7,30,70,1.29,1.69,12.23,3.24,17.50,8.25,1.17
74526,36,2.06,1.65,1.89,1.58,1,1,2,6,3,0,2,0,1,2,0,2,8,11,6,4,2,7,9,14,51,49,1.69,1.52,10.76,3.18,2.65,3.35,2.80
39303,37,1.72,0.94,1.79,0.89,2,0,0,1,0,0,2,0,0,0,1,1,16,6,7,2,9,4,8,9,60,40,1.52,0.99,9.45,3.66,1.69,3.95,5.65
10630,37,1.44,1.83,1.53,1.74,1,0,0,6,1,0,5,2,0,1,4,3,14,9,7,6,7,3,11,12,53,47,1.31,1.38,9.56,3.84,5.50,4.45,1.61
59961,37,1.56,0.89,1.63,0.84,3,0,0,7,1,0,1,0,0,1,0,1,13,5,7,2,6,3,2,11,56,44,1.46,1.29,10.67,3.33,2.30,3.55,3.15
30456,37,1.72,0.28,1.79,0.26,1,0,0,1,1,0,3,0,1,0,2,1,16,6,7,3,9,3,10,15,39,61,1.44,1.10,8.89,3.61,1.50,4.35,7.25
32133,37,1.11,1.44,1.05,1.53,2,3,1,5,0,0,0,0,0,0,0,0,15,15,9,8,6,7,14,11,39,61,1.25,1.17,8.61,3.77,2.55,3.60,2.75
52206,37,1.39,2.28,1.32,2.32,2,3,1,3,1,0,1,0,1,0,0,1,11,11,8,5,3,6,10,4,30,70,1.41,1.53,12.39,2.83,9.00,5.15,1.37
40650,37,2.17,1.28,2.21,1.21,3,0,0,6,0,0,1,0,0,0,0,1,16,14,10,4,6,10,6,12,58,42,1.79,1.23,10.77,3.33,1.30,6.05,10.50
24263,37,0.44,1.61,0.47,1.58,1,1,2,7,1,0,1,0,0,1,1,0,6,17,4,8,2,9,10,10,35,65,1.25,1.40,8.84,4.34,10.75,5.90,1.30
59965,37,2.44,0.67,2.37,0.68,1,1,2,3,5,0,2,0,1,4,1,1,14,10,9,6,5,4,9,14,70,30,1.57,1.00,9.56,3.72,1.29,5.80,12.25
54506,37,2.83,1.39,2.84,1.32,1,0,0,0,3,0,2,0,2,1,1,1,16,5,6,3,10,2,12,5,61,39,2.24,1.39,13.61,2.34,1.19,7.75,14.50
30662,38,1.28,2.28,1.21,2.32,1,4,1,6,0,0,0,0,0,0,0,0,6,13,3,10,3,3,12,8,23,77,1.25,1.70,12.56,3.50,15.25,7.50,1.18
21461,38,1.28,1.22,1.21,1.32,1,3,1,5,5,0,1,0,3,2,0,1,12,11,6,7,6,4,11,3,39,61,1.24,1.23,8.61,3.50,3.15,3.75,2.20
25433,38,0.94,0.89,1.05,0.84,5,3,0,4,3,0,0,0,0,3,0,0,16,15,9,9,7,6,11,8,45,55,1.48,1.31,12.06,2.66,1.87,4.05,3.85
24979,38,1.17,0.94,1.11,1.05,0,4,1,5,1,0,0,0,0,1,0,0,11,13,3,7,8,6,6,8,68,32,1.47,1.00,8.95,3.83,2.60,3.50,2.65
32140,38,1.44,1.61,1.42,1.58,0,0,2,5,0,0,1,0,0,0,1,0,8,12,4,5,4,7,9,8,46,54,1.68,1.52,10.78,3.62,2.45,3.60,2.80
53331,38,2.78,1.28,2.79,1.21,2,0,0,1,0,0,2,0,0,0,0,2,11,7,6,3,5,4,3,11,59,41,1.96,1.27,11.89,3.00,1.32,5.80,9.00
74457,38,2.00,0.61,1.89,0.74,0,2,1,2,3,0,3,0,1,2,1,2,21,11,11,5,10,6,9,6,73,27,1.67,1.10,9.77,3.50,1.28,6.20,10.00
30367,38,1.22,0.33,1.21,0.37,1,1,2,3,0,0,1,0,0,0,0,1,7,8,4,4,3,4,8,6,53,47,1.46,1.11,9.50,4.00,1.41,4.90,7.50
60124,38,2.06,1.06,2.00,1.05,2,2,2,4,0,0,2,0,0,0,0,2,9,13,4,10,5,3,10,13,55,45,1.71,1.32,10.39,3.23,2.10,3.50,3.55
20067,38,1.50,1.00,1.42,1.11,1,4,1,2,1,1,0,0,0,2,0,0,11,15,9,10,2,5,10,10,48,52,1.30,1.18,9.00,4.11,2.20,3.70,3.10
